2018-06-30 14:12:19,336 [1] INFO  Charon.Program - Started at 'C:\Users\kwan\Desktop\damage' with arguments 'SERVE C:\Users\kwan\Desktop\damage\Assets\Editor\GameDevWare.Charon\GameData.gdjs --port 19859 --watchPid 9992 --lockFile C:\Users\kwan\Desktop\damage\Library\Charon\Charon.lock --environment Unity --extensions None --scriptAssemblies C:\Users\kwan\Desktop\damage\Library\ScriptAssemblies\Assembly-CSharp.dll'.
2018-06-30 14:21:07,541 [10] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, description: ' has been applied.
2018-06-30 14:21:07,541 [10] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:07,541 [10] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: world, add after: name' has been applied.
2018-06-30 14:21:07,551 [10] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:07,562 [10] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: world' has been applied.
2018-06-30 14:21:07,581 [10] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:07,586 [10] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: DEF, add after: HP' has been applied.
2018-06-30 14:21:07,587 [10] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:07,595 [10] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: DEF' has been applied.
2018-06-30 14:21:07,596 [10] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:07,599 [10] INFO  Charon.DataApplication - Validation failed with following errors:
[DuplicateUniqueValue] Duplication of unique value '_ID_Attribute_4' of attribute 'Name'. path: 5b371fb1cab7e61d60d27fe6.Attributes
2018-06-30 14:21:42,871 [33] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,871 [33] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:21:42,872 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,872 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDisplayName, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, display name: Name' has been applied.
2018-06-30 14:21:42,872 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,872 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: Id, description: ' has been applied.
2018-06-30 14:21:42,875 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,876 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, description: ' has been applied.
2018-06-30 14:21:42,876 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,876 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: world, add after: Name' has been applied.
2018-06-30 14:21:42,876 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,880 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: world' has been applied.
2018-06-30 14:21:42,881 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,884 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: DEF, add after: HP' has been applied.
2018-06-30 14:21:42,885 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,888 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: DEF' has been applied.
2018-06-30 14:21:42,888 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:21:42,889 [33] INFO  Charon.DataApplication - Validation failed with following errors:
[DuplicateUniqueValue] Duplication of unique value '_ID_Attribute_4' of attribute 'Name'. path: 5b371fb1cab7e61d60d27fe6.Attributes
2018-06-30 14:22:10,544 [33] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,545 [33] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:22:10,545 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,546 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDisplayName, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, display name: Name' has been applied.
2018-06-30 14:22:10,546 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,546 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: Id, description: ' has been applied.
2018-06-30 14:22:10,549 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,549 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: character, description: ' has been applied.
2018-06-30 14:22:10,549 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,550 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: world, add after: Name' has been applied.
2018-06-30 14:22:10,552 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,556 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: world' has been applied.
2018-06-30 14:22:10,557 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,560 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: DEF, add after: HP' has been applied.
2018-06-30 14:22:10,561 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,567 [33] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: DEF' has been applied.
2018-06-30 14:22:10,568 [33] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:10,571 [33] INFO  Charon.DataApplication - Validation failed with following errors:
[DuplicateUniqueValue] Duplication of unique value '_ID_Attribute_4' of attribute 'Name'. path: 5b371fb1cab7e61d60d27fe6.Attributes
2018-06-30 14:22:22,369 [31] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:22,369 [31] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:22:22,369 [31] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:22,369 [31] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: Id, description: ' has been applied.
2018-06-30 14:22:22,369 [31] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:22,370 [31] INFO  Charon.DataSources.FileDataSource - A change 'AttributeRemove, entity: 5b371fb1cab7e61d60d27fe6, attribute to remove: character' has been applied.
2018-06-30 14:22:22,375 [31] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:22,379 [31] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: world, add after: Id' has been applied.
2018-06-30 14:22:22,379 [31] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:22,384 [31] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: world' has been applied.
2018-06-30 14:22:22,384 [31] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:22,391 [31] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: DEF, add after: HP' has been applied.
2018-06-30 14:22:22,392 [31] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:22,397 [31] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: DEF' has been applied.
2018-06-30 14:22:22,397 [31] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:22:22,398 [31] INFO  Charon.DataApplication - Validation failed with following errors:
[DuplicateUniqueValue] Duplication of unique value '_ID_Attribute_4' of attribute 'Name'. path: 5b371fb1cab7e61d60d27fe6.Attributes
2018-06-30 14:23:10,314 [28] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:10,314 [28] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:23:10,314 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:10,315 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: Id, description: ' has been applied.
2018-06-30 14:23:10,315 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:10,315 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeRemove, entity: 5b371fb1cab7e61d60d27fe6, attribute to remove: character' has been applied.
2018-06-30 14:23:10,315 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:10,319 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: world, add after: Id' has been applied.
2018-06-30 14:23:10,319 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:10,322 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: world' has been applied.
2018-06-30 14:23:10,322 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:10,327 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: DEF, add after: HP' has been applied.
2018-06-30 14:23:10,327 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:10,332 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: DEF' has been applied.
2018-06-30 14:23:10,347 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:10,348 [28] INFO  Charon.DataApplication - Validation failed with following errors:
[DuplicateUniqueValue] Duplication of unique value '_ID_Attribute_4' of attribute 'Name'. path: 5b371fb1cab7e61d60d27fe6.Attributes
2018-06-30 14:23:35,883 [28] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:35,884 [28] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:23:35,884 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:35,884 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: Id, description: ' has been applied.
2018-06-30 14:23:35,884 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:35,884 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeRemove, entity: 5b371fb1cab7e61d60d27fe6, attribute to remove: character' has been applied.
2018-06-30 14:23:35,885 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:35,887 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: world, add after: Id' has been applied.
2018-06-30 14:23:35,887 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:35,892 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: world' has been applied.
2018-06-30 14:23:35,892 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:35,897 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: DEF, add after: HP' has been applied.
2018-06-30 14:23:35,899 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:35,908 [28] INFO  Charon.DataSources.FileDataSource - A change 'AttributeAdd, entity: 5b371fb1cab7e61d60d27fe6, attribute: HP, add after: DEF' has been applied.
2018-06-30 14:23:35,909 [28] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:35,910 [28] INFO  Charon.DataApplication - Validation failed with following errors:
[DuplicateUniqueValue] Duplication of unique value '_ID_Attribute_4' of attribute 'Name'. path: 5b371fb1cab7e61d60d27fe6.Attributes
2018-06-30 14:23:42,930 [27] INFO  Charon.DataSources.FileDataSource - A change 'EntityUpdate, entity: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:42,930 [27] INFO  Charon.DataSources.FileDataSource - A change 'EntitySetDescription, entity: 5b371fb1cab7e61d60d27fe6, description: ' has been applied.
2018-06-30 14:23:42,930 [27] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
2018-06-30 14:23:42,930 [27] INFO  Charon.DataSources.FileDataSource - A change 'AttributeSetDescription, entity: 5b371fb1cab7e61d60d27fe6, attribute: Id, description: ' has been applied.
2018-06-30 14:23:42,930 [27] INFO  Charon.DataSources.FileDataSource - A change 'Update, entity: 18d4bf318f3c49688087dbed, id: '5b371fb1cab7e61d60d27fe6', modified: 5b371fb1cab7e61d60d27fe6' has been applied.
